Row Number,MAC Address,Channel Name,Partial Service,Frequency (MHz),Modulation,Status,Tx Power (dBmV),Rx Power (dBmV),Attenuation (dB),MER (dB),SNR (dB),SNR Deviation (σ),CCER+CER (%),CER (%),Spectral Response (dB),Composite Equalization [NMTER] (dB),Group Response [PREMTTER] (dB),Echo Response [POSTMTTER] (dB),Deviation of Echo Response (σ),Latest Proactive Scan,Latest Outage Scan
3547,4C:12:65:FB:EF:CD,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,-4.4,N/A,39.2,39.2,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3548,4C:12:65:FB:EF:CD,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,-4.4,N/A,39.2,39.2,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3549,4C:12:65:FB:EF:CD,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,-4.6,N/A,39.2,39.2,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3550,08:7E:64:3C:32:F4,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,-1.3,N/A,39.2,39.2,0.4,0.0001,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3551,98:52:4A:42:7D:24,Integrated-Cable1/0/0-downstream25,none,801,QAM-256,Online,N/A,-5.2,N/A,39.2,39.2,0.2,0.0001,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3552,B0:DA:F9:6A:9F:E1,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-3.5,N/A,39.2,39.2,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3553,B0:DA:F9:6A:9F:E1,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,-3.9,N/A,39.2,39.2,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3554,38:3F:B3:E0:1B:64,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,-4.6,N/A,39.2,39.2,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3555,38:3F:B3:E0:1B:64,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,-4.8,N/A,39.1,39.2,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3556,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream2,none,615,QAM-256,Online,N/A,1.4,N/A,39.2,39.2,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3557,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,1.4,N/A,39.3,39.2,0.3,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3558,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,1,N/A,39.2,39.2,0.3,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3559,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,1.1,N/A,39.3,39.2,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3560,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream6,none,639,QAM-256,Online,N/A,0.9,N/A,39.2,39.2,0.3,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3561,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,0.9,N/A,39.2,39.2,0.3,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3562,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream9,none,657,QAM-256,Online,N/A,0.8,N/A,39.2,39.2,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3563,C0:3C:04:EE:1B:A5,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,0.6,N/A,39.1,39.2,0.3,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3564,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,-5.4,N/A,39.3,39.2,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3565,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,-5.4,N/A,39.2,39.2,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3566,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,-5.5,N/A,39.2,39.2,0.2,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3567,98:77:E7:0F:6D:11,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,-5.4,N/A,39.3,39.2,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3568,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream16,none,699,QAM-256,Online,N/A,-1.8,N/A,39.2,39.2,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3569,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-1.8,N/A,39.2,39.2,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3570,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,-1.9,N/A,39.2,39.2,0.4,0.0032,0.0019,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3571,98:9D:5D:4F:E5:BC,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-1.9,N/A,39.2,39.2,0.4,0.002,0.0015,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3572,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,-1.8,N/A,39.3,39.2,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3573,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,-1.8,N/A,39.3,39.2,0.3,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3574,F4:C1:14:9E:3A:14,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,-1.8,N/A,39.2,39.2,0.3,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3575,44:D4:54:B7:4D:34,Integrated-Cable1/0/3-downstream27,none,813,QAM-256,Online,N/A,3,N/A,39.1,39.1,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3576,EC:BE:DD:AF:96:D8,Cable1/0/0-upstream4,none,75.4,QAM-64,Online,44.3,7,37.3,N/A,39.1,1,0,0,N/A,-25.7,-30,-27.8,0.0001970140875,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3577,44:D4:54:A0:E1:47,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,42.3,7,35.3,N/A,39.1,0.5,0,0,N/A,-24.2,-34.5,-24.6,0.0001537354692,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3578,44:D4:54:A0:E1:47,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,42.3,7,35.3,N/A,39.1,0.5,0,0,N/A,-27,-42.1,-27.1,0.0001544974511,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3579,60:D2:48:7F:C3:A8,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,8.5,N/A,39.1,39.1,0.1,0,0,37,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3580,60:D2:48:7F:C3:A8,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,8.6,N/A,39.1,39.1,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3581,60:D2:48:7F:C3:A8,Integrated-Cable1/0/3-downstream7,none,645,QAM-256,Online,N/A,8.6,N/A,39.2,39.1,0.1,0,0,36,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3582,08:7E:64:8A:A5:9C,Integrated-Cable1/0/3-downstream18,none,711,QAM-256,Online,N/A,-5.6,N/A,39.1,39.1,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3583,08:7E:64:8A:A5:9C,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-5.7,N/A,39.1,39.1,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3584,58:2F:F7:0B:38:8A,Cable1/0/0-upstream4,none,75.4,QAM-64,Online,50.8,7,43.8,N/A,39.1,1.1,0,0,N/A,-26.1,-30.3,-28.2,0.0002092852374,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3585,58:2F:F7:0B:38:8A,Cable1/0/0-upstream5,none,81.8,QAM-64,Online,49.8,7,42.8,N/A,39.1,1.1,0,0,N/A,-18.6,-20,-24.3,0.0002898020321,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3586,48:F7:C0:90:82:AB,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,46.3,6.5,39.8,N/A,39.1,0.6,0,0,N/A,-28.9,-34.6,-30.2,0.00007016179734,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3587,44:05:3F:63:57:A0,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-3.9,N/A,39.1,39.1,0.3,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3588,44:D4:54:B7:48:33,Integrated-Cable1/0/3-downstream8,none,651,QAM-256,Online,N/A,-6.3,N/A,39.1,39.1,0.2,0,0,28,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3589,44:D4:54:B7:48:33,Integrated-Cable1/0/3-downstream10,none,663,QAM-256,Online,N/A,-6.4,N/A,39.1,39.1,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3590,44:D4:54:B7:48:33,Integrated-Cable1/0/3-downstream11,none,669,QAM-256,Online,N/A,-6.6,N/A,39,39.1,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3591,44:D4:54:B7:48:33,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,-6.7,N/A,39.1,39.1,0.3,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3592,44:D4:54:B7:48:33,Integrated-Cable1/0/3-downstream28,none,819,QAM-256,Online,N/A,-6.5,N/A,39.1,39.1,0.3,0,0,27,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3593,44:D4:54:B7:48:33,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,44.3,7,37.3,N/A,39.1,0.6,0,0,N/A,-28.5,-43.1,-28.7,0.00009490232333,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3594,44:D4:54:B7:48:33,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,45.8,7,38.8,N/A,39.1,0.5,0,0,N/A,-23.5,-27.1,-25.9,0.0004219823459,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3595,FC:91:14:DC:AF:06,Cable1/0/0-upstream1,none,32.2,QAM-64,Online,45,8,37,N/A,39.1,1.1,0,0,N/A,-27.5,-36.9,-28,0.0004091154551,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3596,FC:91:14:DC:AF:06,Cable1/0/0-upstream0,none,38.6,QAM-64,Online,45,7,38,N/A,39.1,1,0,0,N/A,-28.2,-38.7,-28.6,0.0002910543408,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3597,3C:B7:4B:42:40:6C,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,46.3,7,39.3,N/A,39.1,0.6,0,0,N/A,-30.1,-41.1,-30.5,0.0001887802791,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3598,34:49:5B:85:0E:E3,Cable1/0/0-upstream4,none,75.4,QAM-64,Online,41.3,7.5,33.8,N/A,39.1,1.3,0,0,N/A,-24.7,-31.2,-25.8,0.0002741918725,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3599,E4:C0:E2:13:0C:A9,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,48.5,7,41.5,N/A,39.1,0.6,0.8333,0,N/A,-33.6,-40.7,-34.5,0.0001099779111,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3600,E4:C0:E2:13:0C:A9,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,51.5,7,44.5,N/A,39.1,0.6,0,0,N/A,-18.7,-20,-24.7,0.000200461116,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3601,54:47:CC:50:31:2A,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,55,7,48,N/A,39.1,0.5,0,0,N/A,-18.9,-20.4,-24.1,0.0002072726638,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3602,84:01:12:2E:49:68,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,1.5,N/A,39.1,39.1,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3603,84:01:12:2E:49:68,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,45.8,7,38.8,N/A,39.1,1,0,0,N/A,-32.5,-35.4,-35.6,0.0001219334881,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3604,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream3,none,621,QAM-256,Online,N/A,-1.3,N/A,39.1,39.1,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3605,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream4,none,627,QAM-256,Online,N/A,-1.2,N/A,39.1,39.1,0.1,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3606,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream5,none,633,QAM-256,Online,N/A,-1.4,N/A,39.1,39.1,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3607,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream14,none,687,QAM-256,Online,N/A,-1.6,N/A,39.1,39.1,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3608,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-1.7,N/A,39.1,39.1,0.1,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3609,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream20,none,723,QAM-256,Online,N/A,-1.6,N/A,39.1,39.1,0.1,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3610,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream21,none,729,QAM-256,Online,N/A,-1.5,N/A,39.2,39.1,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3611,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream22,none,735,QAM-256,Online,N/A,-1.4,N/A,39.1,39.1,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3612,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream23,none,741,QAM-256,Online,N/A,-1.6,N/A,39.1,39.1,0.2,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3613,D0:57:94:86:55:07,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-1.7,N/A,39.1,39.1,0.2,0,0,35,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3614,F8:2D:C0:C1:F2:AD,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,46.7,7,39.7,N/A,39.1,0.7,0.029,0,N/A,-22.4,-30.3,-23.2,0.001035531284,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3615,F8:2D:C0:C1:F2:AD,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,46.3,6.5,39.8,N/A,39.1,0.4,0.0169,0.0028,N/A,-26.1,-31.5,-27.5,0.0001418325555,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3616,30:93:BC:C8:37:B1,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,45.8,7,38.8,N/A,39.1,1.2,0,0,N/A,-29.6,-38.7,-30.2,0.0002041578991,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3617,90:58:51:73:3D:CC,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,-3.2,N/A,39.1,39.1,0.2,0,0,29,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3618,90:58:51:73:3D:CC,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,-5,N/A,39.1,39.1,0.2,0.0836,0.0656,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3619,90:58:51:73:3D:CC,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,51.3,7,44.3,N/A,39.1,0.6,0,0,N/A,-25.3,-34.9,-25.8,0.0003430978977,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3620,6C:BA:B8:ED:A4:49,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,45.8,7,38.8,N/A,39.1,0.5,0,0,N/A,-31.5,-38.2,-32.6,0.00007027453103,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3621,D0:57:94:75:03:37,Integrated-Cable1/0/0-downstream26,none,807,QAM-256,Online,N/A,-5.7,N/A,39.2,39.1,0.1,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3622,D0:57:94:75:03:37,Cable1/0/0-upstream0,none,38.6,QAM-64,Online,50,7,43,N/A,39.1,1.1,0,0,N/A,-30.8,-38.9,-31.5,0.00009320619574,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3623,BC:2E:48:F7:C2:CB,Integrated-Cable1/0/3-downstream16,none,699,QAM-256,Online,N/A,-3.3,N/A,39.1,39.1,0.2,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3624,84:1E:A3:91:13:24,Cable1/0/0-upstream0,none,38.6,QAM-64,Online,46.3,7,39.3,N/A,39.1,1,0,0,N/A,-30.2,-40.5,-30.7,0.0002095039818,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3625,84:1E:A3:91:13:24,Cable1/0/0-upstream4,none,75.4,QAM-64,Online,47.3,7.5,39.8,N/A,39.1,1,0,0,N/A,-26.3,-31.5,-27.8,0.0002586569171,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3626,84:1E:A3:91:13:24,Cable1/0/0-upstream5,none,81.8,QAM-64,Online,46.8,7,39.8,N/A,39.1,1.2,0,0,N/A,-18.5,-20.8,-22.2,0.0003971260448,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3627,FC:91:14:DF:75:0A,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,41.8,7,34.8,N/A,39.1,0.6,0.0671,0.0073,N/A,-23.6,-41.1,-23.7,0.04102109373,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3628,FC:91:14:DF:75:0A,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,42.5,7.5,35,N/A,39.1,0.8,0.0286,0,N/A,-25.9,-37.9,-26.2,0.05537680164,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3629,84:01:12:33:A3:E7,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,49.8,7,42.8,N/A,39.1,0.5,0.0557,0,N/A,-27,-38.4,-27.3,0.000123116246,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3630,58:2F:F7:0B:0D:25,Integrated-Cable1/0/3-downstream13,none,681,QAM-256,Online,N/A,-5.4,N/A,39.1,39.1,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3631,58:2F:F7:0B:0D:25,Integrated-Cable1/0/3-downstream17,none,705,QAM-256,Online,N/A,-5.5,N/A,39.1,39.1,0.4,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3632,58:2F:F7:0B:0D:25,Integrated-Cable1/0/3-downstream19,none,717,QAM-256,Online,N/A,-5.6,N/A,39.1,39.1,0.3,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3633,58:2F:F7:0B:0D:25,Integrated-Cable1/0/3-downstream24,none,747,QAM-256,Online,N/A,-5.9,N/A,39,39.1,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3634,58:2F:F7:0B:0D:25,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,50,7,43,N/A,39.1,0.5,0.0332,0,N/A,-29.7,-37.9,-30.4,0.0002663217601,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3635,58:2F:F7:0B:0D:25,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,50.3,7,43.3,N/A,39.1,0.4,0.0194,0,N/A,-31.9,-39.2,-32.8,0.00008577212429,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3636,A0:FF:70:25:F5:4C,Cable1/0/3-upstream5,none,81.8,QAM-64,Online,43.8,7,36.8,N/A,39.1,0.5,0,0,N/A,-19,-21,-23.4,0.0002513365471,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3637,B0:BB:E5:43:F6:18,Integrated-Cable1/0/3-downstream0,none,603,QAM-256,Online,N/A,-0.6,N/A,39,39.1,0.1,0,0,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3638,B0:BB:E5:43:F6:18,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,48.5,7,41.5,N/A,39.1,0.6,0,0,N/A,-25.4,-40,-25.6,0.0001891315042,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3639,F4:C1:14:E8:15:5C,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,0,N/A,39.3,39.1,0.2,0.0005,0.0003,30,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3640,B8:EE:0E:47:9E:48,Integrated-Cable1/0/0-downstream19,none,717,QAM-256,Online,N/A,-2.9,N/A,39.1,39.1,0.3,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3641,44:D4:54:C5:8B:51,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,42.3,7,35.3,N/A,39.1,0.5,0,0,N/A,-27.2,-41,-27.4,0.0001096140913,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3642,44:D4:54:C5:8B:51,Cable1/0/3-upstream4,none,75.4,QAM-64,Online,42.8,7,35.8,N/A,39.1,0.7,0,0,N/A,-25.4,-28.5,-28.3,0.0002067846799,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3643,B8:66:85:16:64:CD,Integrated-Cable1/0/3-downstream12,none,675,QAM-256,Online,N/A,-0.9,N/A,39,39.1,0.4,0,0,34,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3644,B8:66:85:16:64:CD,Integrated-Cable1/0/3-downstream29,none,825,QAM-256,Online,N/A,-3.4,N/A,39.1,39.1,0.3,0,0,31,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3645,B8:66:85:16:64:CD,Integrated-Cable1/0/3-downstream30,none,831,QAM-256,Online,N/A,-3.3,N/A,39.1,39.1,0.3,0,0,33,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3646,B8:66:85:16:64:CD,Integrated-Cable1/0/3-downstream31,none,837,QAM-256,Online,N/A,-3.5,N/A,39,39.1,0.3,0,0,32,N/A,N/A,N/A,N/A,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3647,B8:66:85:16:64:CD,Cable1/0/3-upstream1,none,32.2,QAM-64,Online,48.3,7,41.3,N/A,39.1,0.7,0,0,N/A,-32.5,-37.9,-34,0.0001088596619,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
3648,B8:66:85:16:64:CD,Cable1/0/3-upstream0,none,38.6,QAM-64,Online,48.8,7,41.8,N/A,39.1,0.5,0,0,N/A,-33.3,-43.3,-33.7,0.00005693112325,"10/16/2024, 7:25:13 PM","10/16/2024, 7:25:13 PM"
